CSDUID,CSD,Period,IndicatorSummaryDescription,Emission Type,UnitOfMeasure,OriginalValue
4811061,Edmonton,2021,CO2 Eq. Emissions,CO2 Equivalent,t,2324893.7
4802012,Lethbridge,2017,CO2 Eq. Emissions,CO2 Equivalent,t,32880.0
4802012,Lethbridge,2018,CO2 Eq. Emissions,CO2 Equivalent,t,52519.504
4802012,Lethbridge,2019,CO2 Eq. Emissions,CO2 Equivalent,t,63448.682
4802012,Lethbridge,2020,CO2 Eq. Emissions,CO2 Equivalent,t,66030.601
4802012,Lethbridge,2021,CO2 Eq. Emissions,CO2 Equivalent,t,49571.594
4803001,Cardston County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,8468.949
4803001,Cardston County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,4670.778
4803001,Cardston County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,14.81911
4803001,Cardston County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,16.39395
4803001,Cardston County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,10.82814
4809015,Rocky Mountain House,2017,CO2 Eq. Emissions,CO2 Equivalent,t,160.0
4809015,Rocky Mountain House,2018,CO2 Eq. Emissions,CO2 Equivalent,t,129.0
4809015,Rocky Mountain House,2019,CO2 Eq. Emissions,CO2 Equivalent,t,1773.0
4809015,Rocky Mountain House,2020,CO2 Eq. Emissions,CO2 Equivalent,t,1822.49816
4809015,Rocky Mountain House,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1560.1543
4802031,Newell County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,54654.41016
4802031,Newell County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,51271.07031
4802031,Newell County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,53165.13672
4802031,Newell County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,55054.71484
4802031,Newell County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,259890.1453
4802031,Newell County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,274863.6698
4802031,Newell County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,245228.6403
4802031,Newell County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,267839.0583
4802031,Newell County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,186347.8007
4802034,Brooks,2017,CO2 Eq. Emissions,CO2 Equivalent,t,190.43
4802034,Brooks,2018,CO2 Eq. Emissions,CO2 Equivalent,t,216.09
4802034,Brooks,2019,CO2 Eq. Emissions,CO2 Equivalent,t,229.57
4802034,Brooks,2020,CO2 Eq. Emissions,CO2 Equivalent,t,188.44
4802034,Brooks,2021,CO2 Eq. Emissions,CO2 Equivalent,t,194.5
4808034,Alix,2017,CO2 Eq. Emissions,CO2 Equivalent,t,20461.0
4808034,Alix,2018,CO2 Eq. Emissions,CO2 Equivalent,t,21036.242
4808034,Alix,2019,CO2 Eq. Emissions,CO2 Equivalent,t,20972.51
4808034,Alix,2020,CO2 Eq. Emissions,CO2 Equivalent,t,21234.7425
4808034,Alix,2021,CO2 Eq. Emissions,CO2 Equivalent,t,21894.53164
4808038,Ponoka County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,240363.0
4808038,Ponoka County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,235981.0565
4808038,Ponoka County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,255670.0384
4808038,Ponoka County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,232495.7438
4808038,Ponoka County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,232135.9591
4808038,Ponoka County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,276300.2262
4808038,Ponoka County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,296017.2044
4808038,Ponoka County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,309460.7996
4808038,Ponoka County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,350366.7468
4808038,Ponoka County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,354872.0178
4808038,Ponoka County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,343597.6132
4808038,Ponoka County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,355750.6707
4808038,Ponoka County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,397997.8305
4808038,Ponoka County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,474830.2712
4808038,Ponoka County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,457754.6761
4808038,Ponoka County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,433965.8003
4808038,Ponoka County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,457967.5829
4808038,Ponoka County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,411964.5327
4812037,Lac la Biche County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,264246.9054
4812037,Lac la Biche County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,422198.8043
4812037,Lac la Biche County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,587158.7682
4812037,Lac la Biche County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,1119674.324
4812037,Lac la Biche County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,1454573.057
4812037,Lac la Biche County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,1681415.919
4812037,Lac la Biche County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,2224752.64
4812037,Lac la Biche County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,2831073.504
4812037,Lac la Biche County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,3206049.224
4812037,Lac la Biche County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,3538485.732
4812037,Lac la Biche County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,3589965.513
4812037,Lac la Biche County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,3582058.275
4812037,Lac la Biche County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,3534440.193
4812037,Lac la Biche County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,3643037.007
4809002,Clearwater County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,1821059.0
4809002,Clearwater County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,1759543.334
4809002,Clearwater County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,1660934.681
4809002,Clearwater County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,1516492.332
4809002,Clearwater County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,1461392.106
4809002,Clearwater County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,1499310.495
4809002,Clearwater County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,1301514.608
4809002,Clearwater County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,1389977.549
4809002,Clearwater County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,1196472.071
4809002,Clearwater County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,1149648.829
4809002,Clearwater County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,1068155.113
4809002,Clearwater County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,1103208.208
4809002,Clearwater County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,1094263.403
4809002,Clearwater County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,1542422.24
4809002,Clearwater County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,1432834.216
4809002,Clearwater County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,1445971.633
4809002,Clearwater County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,1468720.644
4809002,Clearwater County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1447274.193
4810026,Minburn County No. 27,2013,CO2 Eq. Emissions,CO2 Equivalent,t,2643.53704
4810026,Minburn County No. 27,2018,CO2 Eq. Emissions,CO2 Equivalent,t,1056.2457
4810026,Minburn County No. 27,2019,CO2 Eq. Emissions,CO2 Equivalent,t,9226.929
4810026,Minburn County No. 27,2020,CO2 Eq. Emissions,CO2 Equivalent,t,14172.9873
4810026,Minburn County No. 27,2021,CO2 Eq. Emissions,CO2 Equivalent,t,14472.1842
4813030,Whitecourt,2009,CO2 Eq. Emissions,CO2 Equivalent,t,56151.72
4813030,Whitecourt,2010,CO2 Eq. Emissions,CO2 Equivalent,t,61073.52002
4813030,Whitecourt,2011,CO2 Eq. Emissions,CO2 Equivalent,t,68337.00828
4813030,Whitecourt,2012,CO2 Eq. Emissions,CO2 Equivalent,t,69796.2
4813030,Whitecourt,2013,CO2 Eq. Emissions,CO2 Equivalent,t,70496.40424
4813030,Whitecourt,2014,CO2 Eq. Emissions,CO2 Equivalent,t,63429.19983
4813030,Whitecourt,2015,CO2 Eq. Emissions,CO2 Equivalent,t,55636.8001
4813030,Whitecourt,2016,CO2 Eq. Emissions,CO2 Equivalent,t,66824.2
4813030,Whitecourt,2017,CO2 Eq. Emissions,CO2 Equivalent,t,68459.5
4813030,Whitecourt,2018,CO2 Eq. Emissions,CO2 Equivalent,t,77552.51342
4813030,Whitecourt,2019,CO2 Eq. Emissions,CO2 Equivalent,t,105671.886
4813030,Whitecourt,2020,CO2 Eq. Emissions,CO2 Equivalent,t,105741.361
4813030,Whitecourt,2021,CO2 Eq. Emissions,CO2 Equivalent,t,108587.5499
4806019,Cochrane,2017,CO2 Eq. Emissions,CO2 Equivalent,t,10690.9
4806019,Cochrane,2018,CO2 Eq. Emissions,CO2 Equivalent,t,10365.67
4806019,Cochrane,2019,CO2 Eq. Emissions,CO2 Equivalent,t,11094.364
4806019,Cochrane,2020,CO2 Eq. Emissions,CO2 Equivalent,t,8799.72181
4806019,Cochrane,2021,CO2 Eq. Emissions,CO2 Equivalent,t,8854.394
4806021,Airdrie,2004,CO2 Eq. Emissions,CO2 Equivalent,t,275767.1875
4806021,Airdrie,2005,CO2 Eq. Emissions,CO2 Equivalent,t,325018.6875
4806021,Airdrie,2006,CO2 Eq. Emissions,CO2 Equivalent,t,268425.879
4806021,Airdrie,2007,CO2 Eq. Emissions,CO2 Equivalent,t,303781.6915
4806021,Airdrie,2008,CO2 Eq. Emissions,CO2 Equivalent,t,259392.9269
4806021,Airdrie,2009,CO2 Eq. Emissions,CO2 Equivalent,t,198936.9844
4806021,Airdrie,2010,CO2 Eq. Emissions,CO2 Equivalent,t,188748.1406
4806021,Airdrie,2011,CO2 Eq. Emissions,CO2 Equivalent,t,246760.1391
4806021,Airdrie,2012,CO2 Eq. Emissions,CO2 Equivalent,t,227122.75
4806021,Airdrie,2013,CO2 Eq. Emissions,CO2 Equivalent,t,257061.1875
4806021,Airdrie,2014,CO2 Eq. Emissions,CO2 Equivalent,t,216103.0469
4806021,Airdrie,2015,CO2 Eq. Emissions,CO2 Equivalent,t,235503.7371
4806021,Airdrie,2016,CO2 Eq. Emissions,CO2 Equivalent,t,252984.1361
4806021,Airdrie,2017,CO2 Eq. Emissions,CO2 Equivalent,t,254586.2111
4806021,Airdrie,2018,CO2 Eq. Emissions,CO2 Equivalent,t,338045.2523
4806021,Airdrie,2019,CO2 Eq. Emissions,CO2 Equivalent,t,374044.8921
4806021,Airdrie,2020,CO2 Eq. Emissions,CO2 Equivalent,t,268436.995
4806021,Airdrie,2021,CO2 Eq. Emissions,CO2 Equivalent,t,287790.542
4813028,Westlock County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,831.07501
4813028,Westlock County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,845.90488
4813028,Westlock County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,1059.63388
4813028,Westlock County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,725.08601
4813028,Westlock County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,777.82321
4813028,Westlock County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,713.7317
4813028,Westlock County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,753.599
4813028,Westlock County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,1053.6479
4813029,Woodlands County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,128385.5
4813029,Woodlands County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,145523.9924
4813029,Woodlands County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,161303.4752
4813029,Woodlands County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,168542.7396
4813029,Woodlands County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,150503.604
4813029,Woodlands County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,157827.6176
4813029,Woodlands County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,84632.99789
4813029,Woodlands County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,66887.66072
4813029,Woodlands County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,61418.52432
4813029,Woodlands County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,43789.7752
4813029,Woodlands County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,8404.99292
4813029,Woodlands County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,56251.54134
4813029,Woodlands County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,54001.21875
4813029,Woodlands County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,140126.4466
4813029,Woodlands County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,244554.2132
4813029,Woodlands County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,314229.125
4813029,Woodlands County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,257663.9999
4813029,Woodlands County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,334914.814
4813018,Barrhead County No. 11,2017,CO2 Eq. Emissions,CO2 Equivalent,t,10330.767
4810016,Beaver County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,7502.0
4810016,Beaver County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,7706.79999
4810016,Beaver County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,11723.67999
4810016,Beaver County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,12407.60999
4810016,Beaver County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,10834.44
4810016,Beaver County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,13211.55005
4810016,Beaver County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,14493.96997
4810016,Beaver County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,15602.15984
4810016,Beaver County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,34838.44
4810016,Beaver County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,26914.41889
4810016,Beaver County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,38789.21749
4810016,Beaver County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,21056.77683
4810016,Beaver County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,23938.50154
4801006,Medicine Hat,2004,CO2 Eq. Emissions,CO2 Equivalent,t,2002315.0
4801006,Medicine Hat,2005,CO2 Eq. Emissions,CO2 Equivalent,t,1802497.7
4801006,Medicine Hat,2006,CO2 Eq. Emissions,CO2 Equivalent,t,2049050.773
4801006,Medicine Hat,2007,CO2 Eq. Emissions,CO2 Equivalent,t,2011511.132
4801006,Medicine Hat,2008,CO2 Eq. Emissions,CO2 Equivalent,t,2098346.574
4801006,Medicine Hat,2009,CO2 Eq. Emissions,CO2 Equivalent,t,1811528.092
4801006,Medicine Hat,2010,CO2 Eq. Emissions,CO2 Equivalent,t,1971640.607
4801006,Medicine Hat,2011,CO2 Eq. Emissions,CO2 Equivalent,t,2319163.46
4801006,Medicine Hat,2012,CO2 Eq. Emissions,CO2 Equivalent,t,2445736.666
4801006,Medicine Hat,2013,CO2 Eq. Emissions,CO2 Equivalent,t,2581635.154
4801006,Medicine Hat,2014,CO2 Eq. Emissions,CO2 Equivalent,t,2371228.364
4801006,Medicine Hat,2015,CO2 Eq. Emissions,CO2 Equivalent,t,2599706.751
4801006,Medicine Hat,2016,CO2 Eq. Emissions,CO2 Equivalent,t,2413455.568
4801006,Medicine Hat,2017,CO2 Eq. Emissions,CO2 Equivalent,t,2410431.154
4801006,Medicine Hat,2018,CO2 Eq. Emissions,CO2 Equivalent,t,2973207.437
4801006,Medicine Hat,2019,CO2 Eq. Emissions,CO2 Equivalent,t,2858455.699
4801006,Medicine Hat,2020,CO2 Eq. Emissions,CO2 Equivalent,t,2699984.988
4801006,Medicine Hat,2021,CO2 Eq. Emissions,CO2 Equivalent,t,3096118.801
4801008,Forty Mile County No. 8,2017,CO2 Eq. Emissions,CO2 Equivalent,t,10722.7
4801008,Forty Mile County No. 8,2018,CO2 Eq. Emissions,CO2 Equivalent,t,17446.9683
4801008,Forty Mile County No. 8,2019,CO2 Eq. Emissions,CO2 Equivalent,t,18303.16512
4801008,Forty Mile County No. 8,2020,CO2 Eq. Emissions,CO2 Equivalent,t,10196.50549
4801008,Forty Mile County No. 8,2021,CO2 Eq. Emissions,CO2 Equivalent,t,18319.533
4801003,Cypress County,2004,CO2 Eq. Emissions,CO2 Equivalent,t,428901.0228
4801003,Cypress County,2005,CO2 Eq. Emissions,CO2 Equivalent,t,171155.5
4801003,Cypress County,2006,CO2 Eq. Emissions,CO2 Equivalent,t,367230.4
4801003,Cypress County,2007,CO2 Eq. Emissions,CO2 Equivalent,t,350541.8163
4801003,Cypress County,2008,CO2 Eq. Emissions,CO2 Equivalent,t,374139.2797
4801003,Cypress County,2009,CO2 Eq. Emissions,CO2 Equivalent,t,630838.7504
4801003,Cypress County,2010,CO2 Eq. Emissions,CO2 Equivalent,t,535794.5311
4801003,Cypress County,2011,CO2 Eq. Emissions,CO2 Equivalent,t,516219.3346
4801003,Cypress County,2012,CO2 Eq. Emissions,CO2 Equivalent,t,385552.6576
4801003,Cypress County,2013,CO2 Eq. Emissions,CO2 Equivalent,t,431800.7341
4801003,Cypress County,2014,CO2 Eq. Emissions,CO2 Equivalent,t,507097.536
4801003,Cypress County,2015,CO2 Eq. Emissions,CO2 Equivalent,t,458340.1808
4801003,Cypress County,2016,CO2 Eq. Emissions,CO2 Equivalent,t,397941.7664
4801003,Cypress County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,730566.3102
4801003,Cypress County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,638994.1917
4801003,Cypress County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,643379.5152
4801003,Cypress County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,612871.5551
4801003,Cypress County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,671859.3315
4803018,Willow Creek No. 26,2017,CO2 Eq. Emissions,CO2 Equivalent,t,9042.932
4803018,Willow Creek No. 26,2018,CO2 Eq. Emissions,CO2 Equivalent,t,12487.7013
4803018,Willow Creek No. 26,2019,CO2 Eq. Emissions,CO2 Equivalent,t,28559.56118
4803018,Willow Creek No. 26,2020,CO2 Eq. Emissions,CO2 Equivalent,t,10026.60313
4803018,Willow Creek No. 26,2021,CO2 Eq. Emissions,CO2 Equivalent,t,23352.33759
4802011,Lethbridge County,2017,CO2 Eq. Emissions,CO2 Equivalent,t,48549.163
4802011,Lethbridge County,2018,CO2 Eq. Emissions,CO2 Equivalent,t,53500.5327
4802011,Lethbridge County,2019,CO2 Eq. Emissions,CO2 Equivalent,t,49569.47187
4802011,Lethbridge County,2020,CO2 Eq. Emissions,CO2 Equivalent,t,37667.376
4802011,Lethbridge County,2021,CO2 Eq. Emissions,CO2 Equivalent,t,66650.4335
4802021,"Taber, M.D.",2004,CO2 Eq. Emissions,CO2 Equivalent,t,93188.19934
4802021,"Taber, M.D.",2006,CO2 Eq. Emissions,CO2 Equivalent,t,38572.4397
4802021,"Taber, M.D.",2009,CO2 Eq. Emissions,CO2 Equivalent,t,48214.58101
