samplenumber,waterbodyname,beachname,beachaccessnumber,collectiondate,parameters,cellcount
M221397,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,27-Jun-22,Pseudanabaena (Lauterborn),6259
M221397,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,27-Jun-22,Total cyanobacterial cell count,120815
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),587113
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),307
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Gloeotrichia (J.Agardh ex Bornet & Flahault),10000
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Lyngbya (C.Agardh ex Gomont),50300
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Microcystis (Kützing ex Lemmermann),991
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Pseudanabaena (Lauterborn),6936
M221398,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,4-Jul-22,Total cyanobacterial cell count,655647
M221400,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,11-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),20306
M221400,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,11-Jul-22,Microcystis (Kützing ex Lemmermann),94
M221400,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,11-Jul-22,Pseudanabaena (Lauterborn),377
M221400,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,11-Jul-22,Total cyanobacterial cell count,20777
M221399,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,18-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),94442
M221399,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,18-Jul-22,Woronichinia (Elenkin),3000
M221399,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,18-Jul-22,Total cyanobacterial cell count,97442
M221401,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,25-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),180539
M221401,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,25-Jul-22,Microcystis (Kützing ex Lemmermann),19700
M221401,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,25-Jul-22,Total cyanobacterial cell count,200239
M221402,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,2-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),37403
M221402,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,2-Aug-22,Microcystis (Kützing ex Lemmermann),14900
M221402,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,2-Aug-22,Pseudanabaena (Lauterborn),1203
M221402,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,2-Aug-22,Woronichinia (Elenkin),7550
M221402,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,2-Aug-22,Total cyanobacterial cell count,61056
M221403,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,8-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),2562
M221403,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,8-Aug-22,Microcystis (Kützing ex Lemmermann),37000
M221403,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,8-Aug-22,Pseudanabaena (Lauterborn),2911
M221403,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,8-Aug-22,Woronichinia (Elenkin),6500
M221403,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,8-Aug-22,Total cyanobacterial cell count,48973
M221409,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,15-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),576
M221409,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,15-Aug-22,Microcystis (Kützing ex Lemmermann),38000
M221409,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,15-Aug-22,Pseudanabaena (Lauterborn),269
M221409,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,15-Aug-22,Total cyanobacterial cell count,38845
M221404,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,23-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),91500
M221404,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,23-Aug-22,Lyngbya (C.Agardh ex Gomont),372500
M221404,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,23-Aug-22,Microcystis (Kützing ex Lemmermann),107500
M221404,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,23-Aug-22,Woronichinia (Elenkin),8477500
M221404,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,23-Aug-22,Total cyanobacterial cell count,9049000
M221405,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,29-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),1329079
M221405,Steele (Cross) Lake,Cross Lake Provincial Park,9050014,29-Aug-22,Total cyanobacterial cell count,1329079
M221867,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jun-22,Aphanizomenon (A.Morren ex Bornet et Flahault),38864
M221867,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jun-22,Aphanothece (Nägeli),1746
M221867,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jun-22,Dolichospermum (Ralfs ex Bornet & Flahault),2265
M221867,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jun-22,Microcystis (Kützing ex Lemmermann),580
M221867,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jun-22,Total cyanobacterial cell count,43455
M221940,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),101741
M221940,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,28-Jul-22,Total cyanobacterial cell count,101741
M221978,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,12-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),10016
M221978,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,12-Aug-22,Lyngbya (C.Agardh ex Gomont),2000
M221978,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,12-Aug-22,Microcystis (Kützing ex Lemmermann),31500
M221978,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,12-Aug-22,Pseudanabaena (Lauterborn),3029
M221978,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,12-Aug-22,Woronichinia (Elenkin),13500
M221978,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,12-Aug-22,Total cyanobacterial cell count,60045
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),1283
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Dolichospermum (Ralfs ex Bornet & Flahault),736
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Lyngbya (C.Agardh ex Gomont),2200
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Merismopedia (Meyen),1680
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Microcystis (Kützing ex Lemmermann),700
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Pseudanabaena (Lauterborn),3538
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Woronichinia (Elenkin),967
M222018,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,26-Aug-22,Total cyanobacterial cell count,11104
M221573,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jun-22,Aphanizomenon (A.Morren ex Bornet et Flahault),313
M221573,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jun-22,Dolichospermum (Ralfs ex Bornet & Flahault),446
M221573,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jun-22,Pseudanabaena (Lauterborn),759
M221573,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jun-22,Total cyanobacterial cell count,1518
M221574,Sturgeon Lake,Young's Point Provincial Park,9320017,29-Jun-22,Aphanothece (Nägeli),1486
M221574,Sturgeon Lake,Young's Point Provincial Park,9320017,29-Jun-22,Dolichospermum (Ralfs ex Bornet & Flahault),80
M221574,Sturgeon Lake,Young's Point Provincial Park,9320017,29-Jun-22,Total cyanobacterial cell count,1566
M221575,Sturgeon Lake,Young's Point Provincial Park,9320017,6-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),203
M221575,Sturgeon Lake,Young's Point Provincial Park,9320017,6-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),71
M221575,Sturgeon Lake,Young's Point Provincial Park,9320017,6-Jul-22,Gloeotrichia (J.Agardh ex Bornet & Flahault),1200
M221575,Sturgeon Lake,Young's Point Provincial Park,9320017,6-Jul-22,Total cyanobacterial cell count,1474
M221576,Sturgeon Lake,Young's Point Provincial Park,9320017,13-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),10913
M221576,Sturgeon Lake,Young's Point Provincial Park,9320017,13-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),453
M221576,Sturgeon Lake,Young's Point Provincial Park,9320017,13-Jul-22,Gloeotrichia (J.Agardh ex Bornet & Flahault),2800
M221576,Sturgeon Lake,Young's Point Provincial Park,9320017,13-Jul-22,Microcystis (Kützing ex Lemmermann),14000
M221576,Sturgeon Lake,Young's Point Provincial Park,9320017,13-Jul-22,Pseudanabaena (Lauterborn),4760
M221576,Sturgeon Lake,Young's Point Provincial Park,9320017,13-Jul-22,Total cyanobacterial cell count,32926
M221577,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),7129
M221577,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),1430
M221577,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jul-22,Gloeotrichia (J.Agardh ex Bornet & Flahault),2000
M221577,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jul-22,Microcystis (Kützing ex Lemmermann),377
M221577,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jul-22,Pseudanabaena (Lauterborn),5289
M221577,Sturgeon Lake,Young's Point Provincial Park,9320017,20-Jul-22,Total cyanobacterial cell count,16225
M221578,Sturgeon Lake,Young's Point Provincial Park,9320017,27-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),571
M221578,Sturgeon Lake,Young's Point Provincial Park,9320017,27-Jul-22,Gloeotrichia (J.Agardh ex Bornet & Flahault),400
M221578,Sturgeon Lake,Young's Point Provincial Park,9320017,27-Jul-22,Microcystis (Kützing ex Lemmermann),33000
M221578,Sturgeon Lake,Young's Point Provincial Park,9320017,27-Jul-22,Pseudanabaena (Lauterborn),613
M221578,Sturgeon Lake,Young's Point Provincial Park,9320017,27-Jul-22,Total cyanobacterial cell count,34584
M221579,Sturgeon Lake,Young's Point Provincial Park,9320017,10-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),6454
M221579,Sturgeon Lake,Young's Point Provincial Park,9320017,10-Aug-22,Microcystis (Kützing ex Lemmermann),9000
M221579,Sturgeon Lake,Young's Point Provincial Park,9320017,10-Aug-22,Pseudanabaena (Lauterborn),745
M221579,Sturgeon Lake,Young's Point Provincial Park,9320017,10-Aug-22,Total cyanobacterial cell count,16199
M221580,Sturgeon Lake,Young's Point Provincial Park,9320017,17-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),160
M221580,Sturgeon Lake,Young's Point Provincial Park,9320017,17-Aug-22,Microcystis (Kützing ex Lemmermann),1900
M221580,Sturgeon Lake,Young's Point Provincial Park,9320017,17-Aug-22,Pseudanabaena (Lauterborn),113
M221580,Sturgeon Lake,Young's Point Provincial Park,9320017,17-Aug-22,Total cyanobacterial cell count,2173
M221581,Sturgeon Lake,Young's Point Provincial Park,9320017,24-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),21703
M221581,Sturgeon Lake,Young's Point Provincial Park,9320017,24-Aug-22,Microcystis (Kützing ex Lemmermann),38000
M221581,Sturgeon Lake,Young's Point Provincial Park,9320017,24-Aug-22,Pseudanabaena (Lauterborn),561
M221581,Sturgeon Lake,Young's Point Provincial Park,9320017,24-Aug-22,Total cyanobacterial cell count,60264
M221081,Summerside Residents Association Lake,Summerside Residents Association Lake Beach,9490005,25-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),1052
M221081,Summerside Residents Association Lake,Summerside Residents Association Lake Beach,9490005,25-Aug-22,Dolichospermum (Ralfs ex Bornet & Flahault),420
M221081,Summerside Residents Association Lake,Summerside Residents Association Lake Beach,9490005,25-Aug-22,Microcystis (Kützing ex Lemmermann),3491
M221081,Summerside Residents Association Lake,Summerside Residents Association Lake Beach,9490005,25-Aug-22,Pseudanabaena (Lauterborn),12441
M221081,Summerside Residents Association Lake,Summerside Residents Association Lake Beach,9490005,25-Aug-22,Total cyanobacterial cell count,17404
M221228,Sylvan Lake,Sylvan Lake Park Beach,9601442,25-May-22,Total cyanobacterial cell count,0
M221213,Sylvan Lake,Sylvan Lake Park Beach,9601442,1-Jun-22,Aphanothece (Nägeli),5822
M221213,Sylvan Lake,Sylvan Lake Park Beach,9601442,1-Jun-22,Microcystis (Kützing ex Lemmermann),635
M221213,Sylvan Lake,Sylvan Lake Park Beach,9601442,1-Jun-22,Total cyanobacterial cell count,6457
M221214,Sylvan Lake,Sylvan Lake Park Beach,9601442,7-Jun-22,Aphanothece (Nägeli),2987
M221214,Sylvan Lake,Sylvan Lake Park Beach,9601442,7-Jun-22,Snowella (Elenkin),379
M221214,Sylvan Lake,Sylvan Lake Park Beach,9601442,7-Jun-22,Total cyanobacterial cell count,3366
M221215,Sylvan Lake,Sylvan Lake Park Beach,9601442,21-Jun-22,Aphanothece (Nägeli),1678
M221215,Sylvan Lake,Sylvan Lake Park Beach,9601442,21-Jun-22,Pseudanabaena (Lauterborn),1062
M221215,Sylvan Lake,Sylvan Lake Park Beach,9601442,21-Jun-22,Woronichinia (Elenkin),218
M221215,Sylvan Lake,Sylvan Lake Park Beach,9601442,21-Jun-22,Total cyanobacterial cell count,2958
M221216,Sylvan Lake,Sylvan Lake Park Beach,9601442,28-Jun-22,Aphanothece (Nägeli),1793
M221216,Sylvan Lake,Sylvan Lake Park Beach,9601442,28-Jun-22,Dolichospermum (Ralfs ex Bornet & Flahault),38
M221216,Sylvan Lake,Sylvan Lake Park Beach,9601442,28-Jun-22,Microcystis (Kützing ex Lemmermann),778
M221216,Sylvan Lake,Sylvan Lake Park Beach,9601442,28-Jun-22,Total cyanobacterial cell count,2609
M221217,Sylvan Lake,Sylvan Lake Park Beach,9601442,5-Jul-22,Aphanothece (Nägeli),165
M221217,Sylvan Lake,Sylvan Lake Park Beach,9601442,5-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),151
M221217,Sylvan Lake,Sylvan Lake Park Beach,9601442,5-Jul-22,Microcystis (Kützing ex Lemmermann),566
M221217,Sylvan Lake,Sylvan Lake Park Beach,9601442,5-Jul-22,Snowella (Elenkin),231
M221217,Sylvan Lake,Sylvan Lake Park Beach,9601442,5-Jul-22,Woronichinia (Elenkin),330
M221217,Sylvan Lake,Sylvan Lake Park Beach,9601442,5-Jul-22,Total cyanobacterial cell count,1443
M221218,Sylvan Lake,Sylvan Lake Park Beach,9601442,12-Jul-22,Aphanothece (Nägeli),94
M221218,Sylvan Lake,Sylvan Lake Park Beach,9601442,12-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),123
M221218,Sylvan Lake,Sylvan Lake Park Beach,9601442,12-Jul-22,Microcystis (Kützing ex Lemmermann),505
M221218,Sylvan Lake,Sylvan Lake Park Beach,9601442,12-Jul-22,Snowella (Elenkin),118
M221218,Sylvan Lake,Sylvan Lake Park Beach,9601442,12-Jul-22,Woronichinia (Elenkin),576
M221218,Sylvan Lake,Sylvan Lake Park Beach,9601442,12-Jul-22,Total cyanobacterial cell count,1416
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),458
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Aphanothece (Nägeli),566
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),321
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Microcystis (Kützing ex Lemmermann),2618
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Pseudanabaena (Lauterborn),175
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Radiocystis (H.Skuja),920
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Woronichinia (Elenkin),684
M221219,Sylvan Lake,Sylvan Lake Park Beach,9601442,19-Jul-22,Total cyanobacterial cell count,5742
M221221,Sylvan Lake,Sylvan Lake Park Beach,9601442,26-Jul-22,Aphanothece (Nägeli),708
M221221,Sylvan Lake,Sylvan Lake Park Beach,9601442,26-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),104
M221221,Sylvan Lake,Sylvan Lake Park Beach,9601442,26-Jul-22,Microcystis (Kützing ex Lemmermann),3303
M221221,Sylvan Lake,Sylvan Lake Park Beach,9601442,26-Jul-22,Pseudanabaena (Lauterborn),236
M221221,Sylvan Lake,Sylvan Lake Park Beach,9601442,26-Jul-22,Radiocystis (H.Skuja),505
M221221,Sylvan Lake,Sylvan Lake Park Beach,9601442,26-Jul-22,Total cyanobacterial cell count,4856
M221222,Sylvan Lake,Sylvan Lake Park Beach,9601442,9-Aug-22,Cyanodictyon (Pascher),5591
M221222,Sylvan Lake,Sylvan Lake Park Beach,9601442,9-Aug-22,Dolichospermum (Ralfs ex Bornet & Flahault),113
M221222,Sylvan Lake,Sylvan Lake Park Beach,9601442,9-Aug-22,Microcystis (Kützing ex Lemmermann),354
M221222,Sylvan Lake,Sylvan Lake Park Beach,9601442,9-Aug-22,Radiocystis (H.Skuja),1581
M221222,Sylvan Lake,Sylvan Lake Park Beach,9601442,9-Aug-22,Woronichinia (Elenkin),212
M221222,Sylvan Lake,Sylvan Lake Park Beach,9601442,9-Aug-22,Total cyanobacterial cell count,7851
M221223,Sylvan Lake,Sylvan Lake Park Beach,9601442,16-Aug-22,Cyanodictyon (Pascher),2477
M221223,Sylvan Lake,Sylvan Lake Park Beach,9601442,16-Aug-22,Dolichospermum (Ralfs ex Bornet & Flahault),127
M221223,Sylvan Lake,Sylvan Lake Park Beach,9601442,16-Aug-22,Microcystis (Kützing ex Lemmermann),1887
M221223,Sylvan Lake,Sylvan Lake Park Beach,9601442,16-Aug-22,Radiocystis (H.Skuja),4241
M221223,Sylvan Lake,Sylvan Lake Park Beach,9601442,16-Aug-22,Total cyanobacterial cell count,8732
M221227,Sylvan Lake,Sylvan Lake Park Beach,9601442,23-Aug-22,Cyanodictyon (Pascher),1203
M221227,Sylvan Lake,Sylvan Lake Park Beach,9601442,23-Aug-22,Dolichospermum (Ralfs ex Bornet & Flahault),212
M221227,Sylvan Lake,Sylvan Lake Park Beach,9601442,23-Aug-22,Microcystis (Kützing ex Lemmermann),1274
M221227,Sylvan Lake,Sylvan Lake Park Beach,9601442,23-Aug-22,Radiocystis (H.Skuja),2567
M221227,Sylvan Lake,Sylvan Lake Park Beach,9601442,23-Aug-22,Woronichinia (Elenkin),259
M221227,Sylvan Lake,Sylvan Lake Park Beach,9601442,23-Aug-22,Total cyanobacterial cell count,5515
M221224,Sylvan Lake,Sylvan Lake Park Beach,9601442,30-Aug-22,Aphanothece (Nägeli),2359
M221224,Sylvan Lake,Sylvan Lake Park Beach,9601442,30-Aug-22,Cyanodictyon (Pascher),1722
M221224,Sylvan Lake,Sylvan Lake Park Beach,9601442,30-Aug-22,Microcystis (Kützing ex Lemmermann),590
M221224,Sylvan Lake,Sylvan Lake Park Beach,9601442,30-Aug-22,Radiocystis (H.Skuja),896
M221224,Sylvan Lake,Sylvan Lake Park Beach,9601442,30-Aug-22,Woronichinia (Elenkin),212
M221224,Sylvan Lake,Sylvan Lake Park Beach,9601442,30-Aug-22,Total cyanobacterial cell count,5779
M221871,Telegraph Park Pond,Telegraph Park Pond,No data,24-Jun-22,Aphanizomenon (A.Morren ex Bornet et Flahault),33739
M221871,Telegraph Park Pond,Telegraph Park Pond,No data,24-Jun-22,Total cyanobacterial cell count,33739
M221814,Thunder Lake,Thunder Lake Provincial Park,9380076,27-May-22,Aphanothece (Nägeli),4634
M221814,Thunder Lake,Thunder Lake Provincial Park,9380076,27-May-22,Limnothrix (M.-E.Meffert),760580
M221814,Thunder Lake,Thunder Lake Provincial Park,9380076,27-May-22,Pseudanabaena (Lauterborn),192627
M221814,Thunder Lake,Thunder Lake Provincial Park,9380076,27-May-22,Total cyanobacterial cell count,957841
M221856,Thunder Lake,Thunder Lake Provincial Park,9380076,17-Jun-22,Aphanothece (Nägeli),7514
M221856,Thunder Lake,Thunder Lake Provincial Park,9380076,17-Jun-22,Limnothrix (M.-E.Meffert),575810
M221856,Thunder Lake,Thunder Lake Provincial Park,9380076,17-Jun-22,Pseudanabaena (Lauterborn),163249
M221856,Thunder Lake,Thunder Lake Provincial Park,9380076,17-Jun-22,Total cyanobacterial cell count,746573
M221886,Thunder Lake,Thunder Lake Provincial Park,9380076,30-Jun-22,Aphanothece (Nägeli),3444
M221886,Thunder Lake,Thunder Lake Provincial Park,9380076,30-Jun-22,Limnothrix (M.-E.Meffert),324198
M221886,Thunder Lake,Thunder Lake Provincial Park,9380076,30-Jun-22,Microcystis (Kützing ex Lemmermann),156
M221886,Thunder Lake,Thunder Lake Provincial Park,9380076,30-Jun-22,Pseudanabaena (Lauterborn),162099
M221886,Thunder Lake,Thunder Lake Provincial Park,9380076,30-Jun-22,Total cyanobacterial cell count,489897
M221928,Thunder Lake,Thunder Lake Provincial Park,9380076,10-Jul-22,Limnothrix (M.-E.Meffert),300378
M221928,Thunder Lake,Thunder Lake Provincial Park,9380076,10-Jul-22,Microcystis (Kützing ex Lemmermann),1176
M221928,Thunder Lake,Thunder Lake Provincial Park,9380076,10-Jul-22,Pseudanabaena (Lauterborn),22601
M221928,Thunder Lake,Thunder Lake Provincial Park,9380076,10-Jul-22,Total cyanobacterial cell count,324155
M221958,Thunder Lake,Thunder Lake Provincial Park,9380076,26-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),307
M221958,Thunder Lake,Thunder Lake Provincial Park,9380076,26-Jul-22,Limnothrix (M.-E.Meffert),281384
M221958,Thunder Lake,Thunder Lake Provincial Park,9380076,26-Jul-22,Microcystis (Kützing ex Lemmermann),2562
M221958,Thunder Lake,Thunder Lake Provincial Park,9380076,26-Jul-22,Pseudanabaena (Lauterborn),27816
M221958,Thunder Lake,Thunder Lake Provincial Park,9380076,26-Jul-22,Total cyanobacterial cell count,312069
M221808,Thunder Lake,Thunder Lake Provincial Park,9380076,9-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),11772
M221808,Thunder Lake,Thunder Lake Provincial Park,9380076,9-Aug-22,Limnothrix (M.-E.Meffert),556108
M221808,Thunder Lake,Thunder Lake Provincial Park,9380076,9-Aug-22,Microcystis (Kützing ex Lemmermann),8194
M221808,Thunder Lake,Thunder Lake Provincial Park,9380076,9-Aug-22,Planktolyngbya (Anagnostidis & Komárek),9658
M221808,Thunder Lake,Thunder Lake Provincial Park,9380076,9-Aug-22,Pseudanabaena (Lauterborn),19315
M221808,Thunder Lake,Thunder Lake Provincial Park,9380076,9-Aug-22,Total cyanobacterial cell count,605047
M222012,Thunder Lake,Thunder Lake Provincial Park,9380076,23-Aug-22,Aphanizomenon (A.Morren ex Bornet et Flahault),63772
M222012,Thunder Lake,Thunder Lake Provincial Park,9380076,23-Aug-22,Limnothrix (M.-E.Meffert),402613
M222012,Thunder Lake,Thunder Lake Provincial Park,9380076,23-Aug-22,Microcystis (Kützing ex Lemmermann),2184
M222012,Thunder Lake,Thunder Lake Provincial Park,9380076,23-Aug-22,Planktolyngbya (Anagnostidis & Komárek),11193
M222012,Thunder Lake,Thunder Lake Provincial Park,9380076,23-Aug-22,Pseudanabaena (Lauterborn),44717
M222012,Thunder Lake,Thunder Lake Provincial Park,9380076,23-Aug-22,Total cyanobacterial cell count,524479
M221049,Wabamun Lake,Wabamun Lake Provincial Park,9350017,1-Jun-22,Aphanothece (Nägeli),2522
M221049,Wabamun Lake,Wabamun Lake Provincial Park,9350017,1-Jun-22,Total cyanobacterial cell count,2522
M221050,Wabamun Lake,Wabamun Lake Provincial Park,9350017,8-Jun-22,Aphanothece (Nägeli),4077
M221050,Wabamun Lake,Wabamun Lake Provincial Park,9350017,8-Jun-22,Total cyanobacterial cell count,4077
M221051,Wabamun Lake,Wabamun Lake Provincial Park,9350017,15-Jun-22,Aphanothece (Nägeli),4068
M221051,Wabamun Lake,Wabamun Lake Provincial Park,9350017,15-Jun-22,Pseudanabaena (Lauterborn),427
M221051,Wabamun Lake,Wabamun Lake Provincial Park,9350017,15-Jun-22,Total cyanobacterial cell count,4495
M221052,Wabamun Lake,Wabamun Lake Provincial Park,9350017,22-Jun-22,Aphanothece (Nägeli),6464
M221052,Wabamun Lake,Wabamun Lake Provincial Park,9350017,22-Jun-22,Dolichospermum (Ralfs ex Bornet & Flahault),47
M221052,Wabamun Lake,Wabamun Lake Provincial Park,9350017,22-Jun-22,Total cyanobacterial cell count,6511
M221054,Wabamun Lake,Wabamun Lake Provincial Park,9350017,29-Jun-22,Aphanothece (Nägeli),9577
M221054,Wabamun Lake,Wabamun Lake Provincial Park,9350017,29-Jun-22,Total cyanobacterial cell count,9577
M221053,Wabamun Lake,Wabamun Lake Provincial Park,9350017,6-Jul-22,Aphanothece (Nägeli),9625
M221053,Wabamun Lake,Wabamun Lake Provincial Park,9350017,6-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),151
M221053,Wabamun Lake,Wabamun Lake Provincial Park,9350017,6-Jul-22,Microcystis (Kützing ex Lemmermann),425
M221053,Wabamun Lake,Wabamun Lake Provincial Park,9350017,6-Jul-22,Total cyanobacterial cell count,10201
M221056,Wabamun Lake,Wabamun Lake Provincial Park,9350017,13-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),47
M221056,Wabamun Lake,Wabamun Lake Provincial Park,9350017,13-Jul-22,Aphanothece (Nägeli),307
M221056,Wabamun Lake,Wabamun Lake Provincial Park,9350017,13-Jul-22,Cyanodictyon (Pascher),13748
M221056,Wabamun Lake,Wabamun Lake Provincial Park,9350017,13-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),392
M221056,Wabamun Lake,Wabamun Lake Provincial Park,9350017,13-Jul-22,Microcystis (Kützing ex Lemmermann),6468
M221056,Wabamun Lake,Wabamun Lake Provincial Park,9350017,13-Jul-22,Total cyanobacterial cell count,20962
M221055,Wabamun Lake,Wabamun Lake Provincial Park,9350017,20-Jul-22,Aphanizomenon (A.Morren ex Bornet et Flahault),146
M221055,Wabamun Lake,Wabamun Lake Provincial Park,9350017,20-Jul-22,Cyanodictyon (Pascher),25156
M221055,Wabamun Lake,Wabamun Lake Provincial Park,9350017,20-Jul-22,Dolichospermum (Ralfs ex Bornet & Flahault),193
